AREA_ID,CLAIM_TIME,CUR_WAFER_QTY,EQP_ID,EQP_TYPE,LOT_ID,OPE_CATEGORY,PRIORITY_CLASS,RECIPE_ID
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 095052,2,REd5OUZ5b1djWkNLQjJtSnJPZGZ3QT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,ARRIVE,2,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 100126000,2,REd5OUZ5b1djWkNLQjJtSnJPZGZ3QT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,JOBIN,2,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 110538,2,REd5OUZ5b1djWkNLQjJtSnJPZGZ3QT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,PROCESS_START,2,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 111109,2,REd5OUZ5b1djWkNLQjJtSnJPZGZ3QT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,PROCESS_END,2,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 111206000,2,REd5OUZ5b1djWkNLQjJtSnJPZGZ3QT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,JOBOUT,2,TUVzRkRCOFpTRDZVRVhDY3BBbnBvQ3RMdXN5Rnc2bjlyVkVGWC9WU0hIOD0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 171139,2,NnkreGNmeVRaN0JzT2tya1MzcWFTZz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,ARRIVE,2,dDVVdmgxemtxZTRBaXlZZHdzZTM0aVJPUnA1dkl3RkUzUVhBcFo0NzhmYz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 193035000,2,NnkreGNmeVRaN0JzT2tya1MzcWFTZz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,JOBIN,2,dDVVdmgxemtxZTRBaXlZZHdzZTM0aVJPUnA1dkl3RkUzUVhBcFo0NzhmYz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 194428,2,NnkreGNmeVRaN0JzT2tya1MzcWFTZz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,PROCESS_START,2,dDVVdmgxemtxZTRBaXlZZHdzZTM0aVJPUnA1dkl3RkUzUVhBcFo0NzhmYz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 194941,2,NnkreGNmeVRaN0JzT2tya1MzcWFTZz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,PROCESS_END,2,dDVVdmgxemtxZTRBaXlZZHdzZTM0aVJPUnA1dkl3RkUzUVhBcFo0NzhmYz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 195037000,2,NnkreGNmeVRaN0JzT2tya1MzcWFTZz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,bmt3WlZTRThMOWRCenJVbHlPYjcyZz09,JOBOUT,2,dDVVdmgxemtxZTRBaXlZZHdzZTM0aVJPUnA1dkl3RkUzUVhBcFo0NzhmYz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 180714,23,OCtnNkdzMVordzJrWnFyeFFNR25sdz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,ARRIVE,4,RkdmcHkwMUhhcnBRRHJrcDJ1NzNFekdNZXk1V0JoOUNJaUZMTC82aWFUWT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 181119000,23,OCtnNkdzMVordzJrWnFyeFFNR25sdz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,JOBIN,4,RkdmcHkwMUhhcnBRRHJrcDJ1NzNFekdNZXk1V0JoOUNJaUZMTC82aWFUWT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 191658,23,OCtnNkdzMVordzJrWnFyeFFNR25sdz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,PROCESS_START,4,RkdmcHkwMUhhcnBRRHJrcDJ1NzNFekdNZXk1V0JoOUNJaUZMTC82aWFUWT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 200746,23,ejFqRVZuY0twb01laEZCblRpTjZGQT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,ARRIVE,4,RXZuaGZmcTVBeDVLdUllSVBsdGpFbkJ4d0xWUHZRZjB4MUk4QThsKzNobz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 200746,23,OCtnNkdzMVordzJrWnFyeFFNR25sdz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,PROCESS_END,4,RkdmcHkwMUhhcnBRRHJrcDJ1NzNFekdNZXk1V0JoOUNJaUZMTC82aWFUWT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 200918000,23,OCtnNkdzMVordzJrWnFyeFFNR25sdz09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,JOBOUT,4,RkdmcHkwMUhhcnBRRHJrcDJ1NzNFekdNZXk1V0JoOUNJaUZMTC82aWFUWT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 211840000,23,ejFqRVZuY0twb01laEZCblRpTjZGQT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,JOBIN,4,RXZuaGZmcTVBeDVLdUllSVBsdGpFbkJ4d0xWUHZRZjB4MUk4QThsKzNobz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 225814,23,ejFqRVZuY0twb01laEZCblRpTjZGQT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,PROCESS_START,4,RXZuaGZmcTVBeDVLdUllSVBsdGpFbkJ4d0xWUHZRZjB4MUk4QThsKzNobz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 233748,23,ejFqRVZuY0twb01laEZCblRpTjZGQT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,PROCESS_END,4,RXZuaGZmcTVBeDVLdUllSVBsdGpFbkJ4d0xWUHZRZjB4MUk4QThsKzNobz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 233936000,23,ejFqRVZuY0twb01laEZCblRpTjZGQT09,cmsrMHZ6VDNXWVZneCswSWMrbDgwZz09,UTIwc1ZPcHhVdWc1RTBMY2p2SmRmUT09,JOBOUT,4,RXZuaGZmcTVBeDVLdUllSVBsdGpFbkJ4d0xWUHZRZjB4MUk4QThsKzNobz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,M3RXZmZkbGFML3YrNkZuY1ZIeDd5QT09,ARRIVE,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,M3RXZmZkbGFML3YrNkZuY1ZIeDd5QT09,PROCESS_END,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,M3RXZmZkbGFML3YrNkZuY1ZIeDd5QT09,PROCESS_START,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180203 224421000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,M3RXZmZkbGFML3YrNkZuY1ZIeDd5QT09,JOBIN,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 005212000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,M3RXZmZkbGFML3YrNkZuY1ZIeDd5QT09,JOBOUT,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,RThWS0UrM1BFdERvcmVtNU5ZdHVRdz09,ARRIVE,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,RThWS0UrM1BFdERvcmVtNU5ZdHVRdz09,PROCESS_END,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,RThWS0UrM1BFdERvcmVtNU5ZdHVRdz09,PROCESS_START,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180203 231416000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,RThWS0UrM1BFdERvcmVtNU5ZdHVRdz09,JOBIN,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 011944000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,RThWS0UrM1BFdERvcmVtNU5ZdHVRdz09,JOBOUT,6,S2hjNWFCdzZndUh5MGhOczJaYW1ydTVRdW9mdzEwWi9jeHlWQjcyL3Vjcz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 064904,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,ARRIVE,4,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 070806000,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBIN,4,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 084732,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_START,4,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 093803,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,ARRIVE,4,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 093803,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_END,4,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 093938000,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBOUT,4,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 101905000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBIN,4,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 111324,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_START,4,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 112803,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_END,4,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 112935000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBOUT,4,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 202015,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,ARRIVE,5,cVR5S3JrRTBpQWpJUFppSlZTaXJkbHBjUHhUS3hFWmgyeWdnemZ1eGhhbz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 205342000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBIN,5,cVR5S3JrRTBpQWpJUFppSlZTaXJkbHBjUHhUS3hFWmgyeWdnemZ1eGhhbz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 223911,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_START,5,cVR5S3JrRTBpQWpJUFppSlZTaXJkbHBjUHhUS3hFWmgyeWdnemZ1eGhhbz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 232656,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,PROCESS_END,5,cVR5S3JrRTBpQWpJUFppSlZTaXJkbHBjUHhUS3hFWmgyeWdnemZ1eGhhbz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 232833000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,NUhiNXVMc1lwM2lORmNTTEUxcUJOdz09,JOBOUT,5,cVR5S3JrRTBpQWpJUFppSlZTaXJkbHBjUHhUS3hFWmgyeWdnemZ1eGhhbz0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 081745,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,ARRIVE,5,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 082754000,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,JOBIN,5,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 094236,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,PROCESS_START,5,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 103051,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,ARRIVE,5,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 103051,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,PROCESS_END,5,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 103226000,25,dHd6L0dYUjVjazJhdGkrQjIyS1k4Zz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,JOBOUT,5,NEQ5Z2JrUkhWb0tyUkRVUWttYXdDQS9UcG95aG44Rmx5SVE4enhOSlJ5VT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 104717000,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,JOBIN,5,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
S3JmSlBDUFpRNytKNHVCS1pOV0JyQT09,20180204 112804,25,Mk1VRjhINEpaRVF1OVNOSEZyWkVsZz09,M3VUYUlCVFhNdnJ1d1hUOXFtTUNsdz09,ZjFTbENEYTJNKys2anNCUU1LbGtwUT09,PROCESS_START,5,eDJHSXNyY1Erdm1VclVyeWloaVV5ak9kSExUb3VvQjkzWklZaThzeTNJUT0=
